"Timestamp","What is your country of origin?","In which country do you currently reside ?","How old are you ?","Sex","What is your blood group ?","Are you in a relationship ?","What is the blood group of your partner ?","I like helping people.","I enjoy being part of a group.","I choose my words with care.","I take charge.","I get nervous talking to people I don't know. ","I like order.","I get upset easily.","I am modest about what I have achieved.","I seek adventure.","I enjoy being the center of attention. ","I prefer variety to routine.","I feel others' emotions.","I find it hard to trust people. ","I avoid arguing even when I disagree. ","I avoid being alone.","I am more of a detailed-oriented than a big picture person. ","I tend to focus on present realities rather than future possibilities. ","I would rather go with the flow than have a set schedule.","I often talk about my own feelings and emotions. ","After an exhausting week a fun party is just what I need.","I rarely feel insecure. "
"2020/01/23 8:04:18 PM PST","Ivory Coast","Canada","26","Female","O-","No","N/A","Strongly Agree","Agree","Agree","Agree","Disagree","Strongly Agree","Neutral","Agree","Strongly Agree","Strongly disagree","Agree","Agree","Neutral","Strongly disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree"
"2020/01/23 8:27:26 PM PST","India","Canada","33","Female","B+","Yes","O+","Strongly Agree","Agree","Agree","Agree","Strongly disagree","Neutral","Disagree","Agree","Strongly Agree","Disagree","Strongly agree","Strongly agree","Neutral","Disagree","Disagree","Agree","Disagree","Disagree","Neutral","Neutral","Agree"
"2020/01/23 8:32:34 PM PST","India","Canada","33","Male","O+","Yes","B+","Strongly Agree","Agree","Agree","Agree","Neutral","Strongly Agree","Disagree","Agree","Agree","Neutral","Agree","Strongly agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree"
"2020/01/23 9:03:57 PM PST","INDIA","CANADA","34","Male","A+","Yes","AB+","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Strongly agree","Neutral","Neutral","Disagree","Strongly agree","Strongly agree","Agree","Disagree","Neutral","Disagree","Disagree","Disagree","Neutral","Agree"
"2020/01/23 9:07:19 PM PST","India","Canada","32","Prefer not to say","A+","Yes","B+","Agree","Agree","Agree","Agree","Disagree","Neutral","Disagree","Agree","Neutral","Neutral","Agree","Strongly agree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree"
"2020/01/23 9:20:07 PM PST","Ivory Coast ","Canada","20","Female","O+","No","N/A","Strongly Agree","Neutral","Strongly Agree","Agree","Strongly agree","Agree","Neutral","Strongly agree","Strongly disagree","Neutral","Strongly agree","Neutral","Agree","Strongly disagree","Neutral","Agree","Strongly agree","Agree","Strongly agree","Strongly disagree","Strongly disagree"
"2020/01/23 9:26:30 PM PST","India","India","31","Male","B+","Yes","A+","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly agree","Agree","Neutral","Strongly disagree","Strongly agree","Disagree","Agree","Strongly disagree","Agree","Agree","Disagree","Agree","Agree","Agree"
"2020/01/23 9:39:42 PM PST","India","UK","33","Male","O+","Yes","A+","Strongly Agree","Neutral","Disagree","Agree","Strongly disagree","Agree","Disagree","Strongly agree","Agree","Neutral","Agree","Agree","Disagree","Disagree","Disagree","Neutral","Neutral","Agree","Strongly disagree","Disagree","Strongly disagree"
"2020/01/23 9:55:41 PM PST","India","Canada","30","Female","A+","Yes","A+","Agree","Agree","Strongly Agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Neutral","Strongly agree","Agree","Agree","Neutral","Strongly agree","Strongly agree","Agree","Neutral","Agree","Agree"
"2020/01/23 10:04:29 PM PST","Ivory Coast ","Kenya","21","Female","O+","No","N/A","Strongly disagree","Agree","Agree","Agree","Strongly agree","Agree","Disagree","Agree","Neutral","Disagree","Neutral","Strongly agree","Neutral","Disagree","Neutral","Agree","Disagree","Disagree","Agree","Strongly disagree","Neutral"
"2020/01/23 10:06:16 PM PST","India","India","34+","Female","AB+","Yes","O+","Agree","Strongly Agree","Disagree","Agree","Disagree","Strongly disagree","Strongly Agree","Neutral","Agree","Neutral","Agree","Agree","Disagree","Agree","Agree","Disagree","Strongly agree","Strongly disagree","Disagree","Disagree","Strongly agree"
"2020/01/23 10:12:48 PM PST","India","Canada","30","Male","B+","Yes","B+","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Neutral","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Disagree"
"2020/01/23 10:22:15 PM PST","Côte d’Ivoire ","Singapore","20","Female","A+","Yes","I don't know","Strongly disagree","Agree","Neutral","Strongly Agree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Agree","Disagree","Neutral","Strongly disagree","Strongly disagree","Strongly agree","Disagree","Agree","Agree","Strongly disagree","Agree"
"2020/01/23 10:31:04 PM PST","India","India","42","Male","B+","Yes","B+","Agree","Agree","Agree","Disagree","Neutral","Disagree","Neutral","Agree","Agree","Neutral","Agree","Agree","Neutral","Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree"
"2020/01/23 10:31:31 PM PST","India","India","42","Male","B+","Yes","B+","Agree","Agree","Agree","Disagree","Neutral","Disagree","Neutral","Agree","Agree","Neutral","Agree","Agree","Neutral","Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree"
"2020/01/23 10:33:47 PM PST","India","India ","33","Female","B+","Yes","B+","Strongly Agree","Strongly Agree","Agree","Neutral","Disagree","Neutral","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Disagree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Neutral"
"2020/01/23 10:34:02 PM PST","COTE D'IVOIRE ","KENYA ","52","Male","A+","Yes","O+","Agree","Agree","Agree","Strongly Agree","Disagree","Agree","Neutral","Neutral","Disagree","Strongly disagree","Agree","Agree","Neutral","Disagree","Neutral","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree"
"2020/01/23 10:34:42 PM PST","India","India","33","Female","AB+","Yes","B+","Strongly Agree","Agree","Agree","Agree","Disagree","Neutral","Strongly Agree","Disagree","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree"
"2020/01/23 10:56:14 PM PST","India","India","30","Male","O+","Yes","B+","Agree","Neutral","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Strongly agree","Agree","Disagree","Disagree","Neutral","Neutral","Disagree","Agree","Disagree","Disagree","Disagree"
"2020/01/23 11:00:43 PM PST","IVOIRY COAST","KENYA","50","Female","O+","Yes","A+","Agree","Agree","Agree","Strongly Agree","Strongly disagree","Strongly Agree","Strongly disagree","Strongly agree","Agree","Strongly disagree","Strongly agree","Agree","Neutral","Disagree","Neutral","Neutral","Agree","Disagree","Neutral","Disagree","Disagree"
"2020/01/23 11:09:49 PM PST","Cameroon ","Mauritius ","41","Male","B+","Yes","I don't know","Agree","Agree","Agree","Agree","Strongly agree","Strongly Agree","Agree","Agree","Neutral","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Neutral"
"2020/01/23 11:14:39 PM PST","India","India","34","Female","O+","Yes","B+","Agree","Agree","Agree","Strongly Agree","Disagree","Neutral","Neutral","Agree","Agree","Neutral","Agree","Agree","Disagree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Agree","Neutral"
"2020/01/23 11:30:02 PM PST","Nigeria","Nigeria","24","Female","O+","No","N/A","Agree","Neutral","Agree","Neutral","Agree","Agree","Agree","Agree","Neutral","Strongly disagree","Disagree","Disagree","Neutral","Agree","Disagree","Agree","Strongly agree","Strongly agree","Disagree","Disagree","Neutral"
"2020/01/23 11:42:40 PM PST","Ghana ","Ghana ","29","Male","O+","No","N/A","Strongly Agree","Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Disagree","Agree","Strongly Agree","Neutral","Disagree","Agree","Strongly disagree","Strongly agree","Disagree","Neutral","Strongly disagree","Strongly disagree","Disagree","Neutral","Agree"
"2020/01/24 12:05:11 AM PST","Nigeria","Nigeria","43","Male","A+","Yes","A+","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Agree","Agree","Disagree","Neutral","Agree","Strongly agree","Strongly agree","Disagree","Agree","Agree","Neutral"
"2020/01/24 12:10:53 AM PST","Ivory Coast","Ivory Coast","30","Female","O+","Yes","O+","Strongly Agree","Agree","Agree","Strongly Agree","Strongly disagree","Neutral","Neutral","Agree","Agree","Agree","Strongly agree","Strongly agree","Neutral","Neutral","Strongly agree","Strongly agree","Neutral","Strongly disagree","Strongly agree","Strongly agree","Neutral"
"2020/01/24 12:27:05 AM PST","Nigeria","Nigeria","35","Male","O+","Yes","O+","Strongly Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Disagree","Agree","Strongly Agree","Neutral","Agree","Agree","Disagree","Neutral","Agree","Disagree","Neutral","Agree","Disagree","Agree","Agree"
"2020/01/24 12:31:55 AM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 12:38:57 AM PST","Senegal","Senegal","27","Male","O+","Yes","I don't know","Disagree","Agree","Strongly Agree","Agree","Neutral","Agree","Strongly disagree","Agree","Neutral","Disagree","Agree","Agree","Agree","Disagree","Strongly disagree","Neutral","Neutral","Neutral","Disagree","Agree","Strongly agree"
"2020/01/24 12:49:50 AM PST","Côte d ivoire  ","Côte d’Ivoire ","26","Female","O+","Yes","AB+","Strongly Agree","Agree","Agree","Agree","Agree","Disagree","Neutral","Agree","Agree","Disagree","Agree","Agree","Neutral","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Disagree"
"2020/01/24 12:53:32 AM PST","Côte d’Ivoire ","Côte d’Ivoire ","27","Female","A+","Yes","I don't know","Agree","Strongly Agree","Agree","Agree","Strongly agree","Strongly Agree","Agree","Agree","Neutral","Disagree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Neutral","Agree","Strongly agree","Strongly agree"
"2020/01/24 1:09:03 AM PST","Kenya","Kenya","29","Female","A+","Yes","B+","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Disagree","Disagree","Neutral","Agree","Strongly agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Neutral"
"2020/01/24 1:14:42 AM PST","Nigeria","Nigeria","32","Male","A+","No","I don't know","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Neutral","Neutral","Agree","Agree","Strongly agree","Agree","Disagree","Neutral","Neutral","Disagree","Neutral","Agree","Neutral","Neutral","Neutral"
"2020/01/24 1:14:58 AM PST","India","USA","37","Male","O+","Yes","A+","Strongly Agree","Neutral","Agree","Strongly Agree","Strongly disagree","Neutral","Neutral","Agree","Agree","Agree","Strongly agree","Strongly agree","Disagree","Disagree","Neutral","Agree","Neutral","Agree","Agree","Neutral","Agree"
"2020/01/24 1:17:10 AM PST","Mali","Mali","35","Male","AB-","No","N/A","Strongly Agree","Neutral","Strongly Agree","Agree","Agree","Neutral","Disagree","Agree","Neutral","Disagree","Disagree","Strongly agree","Disagree","Agree","Disagree","Neutral","Neutral","Neutral","Disagree","Disagree","Disagree"
"2020/01/24 1:18:37 AM PST","Ivory Coast ","Ivory Coast ","26","Female","O+","No","N/A","Strongly Agree","Agree","Agree","Agree","Neutral","Strongly disagree","Neutral","Neutral","Agree","Strongly disagree","Agree","Agree","Neutral","Strongly agree","Strongly disagree","Agree","Agree","Strongly disagree","Agree","Agree","Strongly disagree"
"2020/01/24 1:31:04 AM PST","Kenya","Kenya","38","Male","AB+","No","I don't know","Strongly Agree","Strongly Agree","Neutral","Agree","Disagree","Agree","Disagree","Agree","Strongly Agree","Agree","Strongly agree","Strongly agree","Disagree","Agree","Neutral","Disagree","Disagree","Disagree","Agree","Strongly agree","Agree"
"2020/01/24 1:31:10 AM PST","India","India","40","Female","B+","Yes","O+","Agree","Agree","Agree","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Agree","Neutral","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Strongly disagree","Agree","Agree"
"2020/01/24 1:34:45 AM PST","Ivory Coast","Ivory Coast","30","Male","A+","Yes","O-","Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Neutral","Neutral","Disagree","Strongly disagree","Disagree","Disagree","Neutral","Neutral","Agree"
"2020/01/24 1:59:43 AM PST","Côte d' Ivoire","France","26","Female","A+","No","N/A","Strongly Agree","Neutral","Agree","Agree","Disagree","Disagree","Disagree","Agree","Neutral","Disagree","Agree","Agree","Strongly agree","Disagree","Neutral","Agree","Disagree","Agree","Agree","Disagree","Disagree"
"2020/01/24 2:04:58 AM PST","Ivory Coast ","Canada","30","Female","O+","Yes","O+","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Agree","Disagree","Agree","Neutral","Disagree","Agree","Agree","Disagree","Disagree","Neutral","Agree","Agree","Disagree","Neutral","Disagree","Agree"
"2020/01/24 2:05:21 AM PST","Côte d’Ivoire","Côte d’Ivoire","26 ","Male","O+","Yes","O+","Agree","Agree","Neutral","Agree","Disagree","Neutral","Neutral","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Neutral","Disagree","Agree","Neutral","Neutral"
"2020/01/24 2:06:58 AM PST","Nigeria","Nigeria","25","Male","O-","Yes","O+","Strongly Agree","Neutral","Agree","Neutral","Neutral","Agree","Strongly disagree","Agree","Disagree","Disagree","Neutral","Agree","Disagree","Neutral","Strongly disagree","Disagree","Disagree","Disagree","Disagree","Strongly disagree","Agree"
"2020/01/24 2:23:39 AM PST","Nigeria","Nigeria","43","Male","A+","Yes","A+","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Agree","Agree","Disagree","Neutral","Agree","Strongly agree","Strongly agree","Disagree","Agree","Agree","Neutral"
"2020/01/24 2:46:27 AM PST","Ivory coast","Yes","32","Male","O+","No","I don't know","Agree","Agree","Agree","Agree","Strongly disagree","Strongly Agree","Neutral","Neutral","Disagree","Agree","Strongly agree","Strongly agree","Agree","Disagree","Agree","Agree","Neutral","Strongly disagree","Strongly agree","Agree","Agree"
"2020/01/24 2:58:45 AM PST","Côte d'Ivoire","Canada","32","Male","O+","Yes","I don't know","Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Neutral","Disagree","Disagree","Neutral","Neutral","Agree","Agree","Agree","Agree"
"2020/01/24 3:00:36 AM PST","Côte d'Ivoire","France","33","Female","B+","No","N/A","Agree","Agree","Agree","Neutral","Disagree","Agree","Strongly Agree","Strongly agree","Strongly disagree","Strongly disagree","Agree","Agree","Disagree","Disagree","Agree","Strongly disagree","Agree","Strongly disagree","Disagree","Disagree","Agree"
"2020/01/24 3:11:15 AM PST","Mali","Mali","Almost 22","Female","O+","Yes","I don't know","Strongly Agree","Neutral","Agree","Agree","Neutral","Strongly disagree","Strongly Agree","Agree","Neutral","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Neutral","Agree","Disagree","Neutral","Disagree","Strongly agree","Disagree"
"2020/01/24 3:12:59 AM PST","Côté d'Ivoire","United States","22","Female","O+","No","N/A","Strongly Agree","Agree","Agree","Neutral","Disagree","Agree","Neutral","Strongly agree","Strongly Agree","Disagree","Disagree","Agree","Neutral","Strongly agree","Disagree","Agree","Disagree","Disagree","Neutral","Disagree","Disagree"
"2020/01/24 3:17:22 AM PST","Ivory Coast","Ivory Coast","32","Male","O+","Yes","AB+","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Disagree","Agree","Agree","Neutral","Agree","Agree","Disagree","Agree","Agree","Agree","Neutral","Disagree","Neutral","Agree","Neutral"
"2020/01/24 3:21:37 AM PST","Ivory Coast ","Ivory Coast ","26","Female","B+","Yes","O+","Strongly Agree","Disagree","Agree","Agree","Agree","Strongly disagree","Disagree","Strongly agree","Agree","Disagree","Agree","Agree","Strongly agree","Agree","Strongly disagree","Agree","Agree","Agree","Agree","Agree","Neutral"
"2020/01/24 3:25:29 AM PST","Côte d’Ivoire ","Uk","20","Female","O+","No","N/A","Strongly Agree","Neutral","Disagree","Strongly Agree","Agree","Neutral","Neutral","Agree","Agree","Neutral","Strongly agree","Agree","Strongly agree","Strongly disagree","Neutral","Neutral","Disagree","Strongly agree","Disagree","Agree","Disagree"
"2020/01/24 3:47:23 AM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 4:16:57 AM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 4:40:28 AM PST","Kenya","Kenya","30 Years","Male","A+","No","N/A","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Disagree","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Agree","Agree","Disagree","Neutral","Neutral","Neutral"
"2020/01/24 4:43:51 AM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 4:44:21 AM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 4:47:26 AM PST","Angola ","Angola ","30","Female","O+","No","I don't know","Strongly Agree","Strongly disagree","Neutral","Neutral","Strongly agree","Strongly Agree","Agree","Strongly agree","Strongly Agree","Strongly disagree","Strongly agree","Agree","Strongly agree","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Neutral","Strongly disagree"
"2020/01/24 5:25:33 AM PST","Cote d'Ivoire","Ghana","56","Male","B+","Yes","O+","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Neutral","Agree","Strongly agree","Agree","Disagree","Disagree","Neutral","Neutral","Agree"
"2020/01/24 6:04:46 AM PST","Ivory coast","Canada","25","Male","O+","Yes","I don't know","Strongly Agree","Strongly Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Neutral","Strongly agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Neutral","Strongly agree","Strongly agree","Neutral","Neutral"
"2020/01/24 6:10:37 AM PST","Ivory Coast","United States","27","Male","A+","Yes","I don't know","Strongly Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Strongly Agree","Neutral","Strongly agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Neutral","Strongly disagree","Neutral"
"2020/01/24 6:32:42 AM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 7:15:42 AM PST","Cote d'Ivoire","United States of America","28","Male","A+","Yes","O+","Agree","Strongly Agree","Agree","Neutral","Neutral","Agree","Disagree","Disagree","Agree","Neutral","Agree","Neutral","Disagree","Agree","Neutral","Disagree","Disagree","Disagree","Agree","Agree","Agree"
"2020/01/24 7:39:57 AM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 7:48:42 AM PST","Ivory Coast ","United States ","26","Male","O+","Yes","I don't know","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Disagree","Disagree","Strongly agree","Agree","Disagree","Neutral","Agree","Disagree","Agree","Disagree","Disagree","Neutral","Agree","Neutral","Disagree","Disagree"
"2020/01/24 7:59:47 AM PST","Cote d'ivoire ","Côte d'Ivoire ","38","Male","O+","Yes","A+","Agree","Agree","Neutral","Agree","Disagree","Agree","Disagree","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Neutral","Agree","Neutral"
"2020/01/24 7:59:53 AM PST","Cote d’Ivoire","Cote d’Ivoire","46","Male","O+","Yes","I don't know","Strongly Agree","Strongly Agree","Neutral","Agree","Disagree","Neutral","Strongly disagree","Agree","Strongly Agree","Neutral","Agree","Agree","Strongly disagree","Neutral","Strongly agree","Strongly disagree","Disagree","Neutral","Agree","Agree","Agree"
"2020/01/24 8:13:30 AM PST","Senegal","Canada","28","Female","O+","Yes","AB+","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly disagree","Strongly Agree","Disagree","Neutral","Agree","Strongly disagree","Strongly agree","Agree","Disagree","Strongly disagree","Strongly disagree","Agree","Neutral","Disagree","Strongly disagree","Strongly disagree","Agree"
"2020/01/24 8:15:01 AM PST","India","India","34","Female","B+","Yes","O+","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Neutral","Agree","Disagree","Neutral","Neutral","Agree","Neutral","Disagree","Disagree","Strongly agree","Disagree","Disagree","Neutral","Disagree","Neutral"
"2020/01/24 8:26:41 AM PST","India","USA","36","Female","A+","Yes","I don't know","Agree","Agree","Agree","Strongly Agree","Neutral","Disagree","Disagree","Agree","Agree","Neutral","Agree","Strongly agree","Neutral","Disagree","Agree","Agree","Agree","Strongly agree","Neutral","Strongly agree","Agree"
"2020/01/24 8:30:34 AM PST","Cote d’ivoire","Us","31","Female","O+","No","I don't know","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Neutral","Strongly disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Agree"
"2020/01/24 8:32:12 AM PST","Ivory Coast","Ivory Coast","54","Male","O+","Yes","O+","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Strongly agree","Strongly Agree","Neutral","Strongly agree","Disagree","Disagree","Strongly disagree","Disagree","Strongly disagree","Agree","Strongly disagree","Disagree","Agree","Agree"
"2020/01/24 8:40:49 AM PST","India","Canada","29","Male","O+","Yes","I don't know","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Neutral","Agree","Neutral","Agree","Agree","Disagree","Strongly disagree","Strongly agree","Neutral","Disagree","Disagree","Neutral","Neutral","Agree"
"2020/01/24 8:55:18 AM PST","Côte d'ivoire ","France","26","Female","B+","No","I don't know","Strongly Agree","Neutral","Strongly Agree","Neutral","Agree","Strongly Agree","Disagree","Agree","Neutral","Agree","Agree","Agree","Disagree","Strongly disagree","Neutral","Agree","Neutral","Agree","Strongly agree","Disagree","Strongly disagree"
"2020/01/24 8:59:24 AM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 9:01:41 AM PST","Cote d'ivoire","Canada","34","Female","O+","No","N/A","Strongly Agree","Agree","Strongly Agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Strongly agree","Disagree","Agree","Disagree","Agree"
"2020/01/24 9:02:29 AM PST","Mali","Mali","25","Female","B+","No","N/A","Strongly Agree","Agree","Disagree","Agree","Disagree","Strongly disagree","Strongly Agree","Disagree","Agree","Disagree","Agree","Disagree","Strongly agree","Disagree","Strongly disagree","Disagree","Disagree","Disagree","Strongly disagree","Strongly disagree","Strongly agree"
"2020/01/24 9:08:40 AM PST","cote d'ivoire","Côte d'Ivoire","31 years old","Female","A+","Yes","A+","Strongly Agree","Neutral","Agree","Agree","Neutral","Agree","Disagree","Agree","Agree","Disagree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Neutral","Agree","Agree","Agree","Disagree","Disagree"
"2020/01/24 9:24:25 AM PST","Côte d’ivoire","France","29","Female","O+","Yes","B+","Strongly Agree","Agree","Strongly Agree","Neutral","Agree","Agree","Disagree","Strongly agree","Neutral","Disagree","Neutral","Agree","Neutral","Strongly agree","Neutral","Strongly agree","Disagree","Disagree","Neutral","Strongly disagree","Disagree"
"2020/01/24 9:28:17 AM PST","Côté d Ivoire ","Tunisia ","29","Male","AB+","No","N/A","Agree","Agree","Agree","Agree","Disagree","Agree","Neutral","Agree","Neutral","Disagree","Strongly agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Neutral"
"2020/01/24 9:53:33 AM PST","Cote d’Ivoire","United States","25","Female","A+","Yes","A+","Strongly Agree","Agree","Agree","Agree","Disagree","Agree","Neutral","Agree","Strongly Agree","Disagree","Strongly agree","Agree","Agree","Agree","Neutral","Strongly agree","Neutral","Neutral","Agree","Disagree","Disagree"
"2020/01/24 10:02:26 AM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 10:07:09 AM PST","Ivory Coast ","United States","26","Male","O+","Yes","A+","Strongly Agree","Neutral","Disagree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Strongly agree","Strongly agree","Neutral","Strongly agree","Strongly agree","Strongly agree"
"2020/01/24 10:07:50 AM PST","Canada","Canada","34","Male","A+","Yes","I don't know","Strongly Agree","Strongly Agree","Neutral","Agree","Strongly disagree","Agree","Strongly disagree","Neutral","Neutral","Neutral","Disagree","Strongly agree","Disagree","Disagree","Strongly disagree","Neutral","Agree","Disagree","Strongly agree","Disagree","Agree"
"2020/01/24 10:15:06 AM PST","Canada","Canada","30","Female","O+","Yes","B+","Agree","Neutral","Neutral","Neutral","Strongly agree","Agree","Neutral","Agree","Neutral","Disagree","Neutral","Neutral","Neutral","Agree","Disagree","Neutral","Neutral","Neutral","Agree","Neutral","Strongly disagree"
"2020/01/24 10:22:24 AM PST","Côte d’Ivoire ","USA","24","Female","A+","Yes","I don't know","Strongly Agree","Neutral","Neutral","Neutral","Strongly disagree","Strongly Agree","Strongly Agree","Agree","Disagree","Disagree","Disagree","Neutral","Neutral","Disagree","Neutral","Agree","Disagree","Disagree","Strongly agree","Strongly disagree","Disagree"
"2020/01/24 10:25:03 AM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 10:27:28 AM PST","Mali","Canada ","19","Female","B+","Yes","A-","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Disagree","Strongly agree","Strongly Agree","Strongly disagree","Strongly agree","Strongly agree","Agree","Strongly agree","Disagree","Neutral","Disagree","Neutral","Strongly disagree","Strongly disagree","Strongly disagree"
"2020/01/24 10:27:35 AM PST","Canada","Canada","30","Female","B+","No","N/A","Agree","Disagree","Agree","Neutral","Agree","Agree","Agree","Agree","Neutral","Strongly disagree","Neutral","Agree","Strongly agree","Strongly disagree","Strongly disagree","Agree","Disagree","Neutral","Neutral","Strongly disagree","Neutral"
"2020/01/24 10:30:35 AM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 10:47:13 AM PST","India","India","31","Female","O+","Yes","O+","Strongly Agree","Strongly Agree","Agree","Disagree","Strongly agree","Strongly disagree","Agree","Agree","Agree","Disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neutral"
"2020/01/24 10:58:01 AM PST","Senegal","Senegal","28","Female","O-","Yes","I don't know","Agree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Agree","Disagree","Agree","Agree","Neutral","Disagree","Disagree","Neutral","Neutral","Agree","Neutral","Agree","Neutral"
"2020/01/24 11:50:56 AM PST","Côte d’Ivoire","United States","25","Female","O+","No","N/A","Strongly Agree","Strongly Agree","Disagree","Agree","Agree","Disagree","Strongly Agree","Disagree","Strongly Agree","Disagree","Strongly agree","Strongly agree","Disagree","Strongly agree","Neutral","Disagree","Disagree","Neutral","Agree","Agree","Disagree"
"2020/01/24 12:47:11 PM PST","Canada","Canada","32","Female","B+","Yes","B+","Strongly disagree","Neutral","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Strongly disagree","Neutral","Agree","Neutral","Neutral","Strongly disagree","Agree","Agree","Disagree","Agree","Strongly agree","Agree"
